,C,D,timestamp,sample_number,ads_status,ads_gpio,loff_statn,loff_statp,extra,channel_data,data_hex,data_raw
38,200,"b""q\xa9B\x15'\x00\x00\x00\xc0\x00\x00\xe1\xaf\xe5\xb4P\xea\xde\x93`\xe7\x03y\xee\xc2\xb1\xf1r\x8a\xf2\xeaP\xd0\x0f\x9c""",356690289,39,12582912,0,0,0,12,"[-1986587, -4960022, -2190496, -1637511, -1129807, -953718, -857520, -3141732]",71:a9:42:15:27:00:00:00:c0:00:00:e1:af:e5:b4:50:ea:de:93:60:e7:03:79:ee:c2:b1:f1:72:8a:f2:ea:50:d0:0f:9c,"b""q\xa9B\x15'\x00\x00\x00\xc0\x00\x00\xe1\xaf\xe5\xb4P\xea\xde\x93`\xe7\x03y\xee\xc2\xb1\xf1r\x8a\xf2\xeaP\xd0\x0f\x9c"""
39,200,b'\x11\xb9B\x15(\x00\x00\x00\xc0\x00\x00\xe1\x99z\xb4C\xe1\xde\x86\xf7\xe6\xf6\xdd\xee\xba$\xf1h\xcb\xf2\xe4T\xd0\x01\x8e',356694289,40,12582912,0,0,0,12,"[-1992326, -4963359, -2193673, -1640739, -1131996, -956213, -859052, -3145330]",11:b9:42:15:28:00:00:00:c0:00:00:e1:99:7a:b4:43:e1:de:86:f7:e6:f6:dd:ee:ba:24:f1:68:cb:f2:e4:54:d0:01:8e,b'\x11\xb9B\x15(\x00\x00\x00\xc0\x00\x00\xe1\x99z\xb4C\xe1\xde\x86\xf7\xe6\xf6\xdd\xee\xba$\xf1h\xcb\xf2\xe4T\xd0\x01\x8e'
40,200,"b""\xb0\xc8B\x15)\x00\x00\x00\xc0\x00\x00\xe1\x8b'\xb4==\xde\x8b\xb5\xe6\xf0\xb7\xee\xb6\x93\xf1d\x01\xf2\xe2\xf7\xcf\xf89""",356698288,41,12582912,0,0,0,12,"[-1995993, -4965059, -2192459, -1642313, -1132909, -957439, -859401, -3147719]",b0:c8:42:15:29:00:00:00:c0:00:00:e1:8b:27:b4:3d:3d:de:8b:b5:e6:f0:b7:ee:b6:93:f1:64:01:f2:e2:f7:cf:f8:39,"b""\xb0\xc8B\x15)\x00\x00\x00\xc0\x00\x00\xe1\x8b'\xb4==\xde\x8b\xb5\xe6\xf0\xb7\xee\xb6\x93\xf1d\x01\xf2\xe2\xf7\xcf\xf89"""
41,200,b'L\xd8B\x15*\x00\x00\x00\xc0\x00\x00\xe1`X\xb4 2\xde\x83\xb8\xe6\xdb8\xee\xa1Z\xf1N\x8d\xf2\xd1!\xcf\xdee',356702284,42,12582912,0,0,0,12,"[-2006952, -4972494, -2194504, -1647816, -1138342, -962931, -863967, -3154331]",4c:d8:42:15:2a:00:00:00:c0:00:00:e1:60:58:b4:20:32:de:83:b8:e6:db:38:ee:a1:5a:f1:4e:8d:f2:d1:21:cf:de:65,b'L\xd8B\x15*\x00\x00\x00\xc0\x00\x00\xe1`X\xb4 2\xde\x83\xb8\xe6\xdb8\xee\xa1Z\xf1N\x8d\xf2\xd1!\xcf\xdee'
42,200,b'\xeb\xe7B\x15+\x00\x00\x00\xc0\x00\x00\xe13\xff\xb4\x02\x14\xdez\x8f\xe6\xcc\xa5\xee\x8b+\xf18E\xf2\xbe\x86\xcf\xc4\x17',356706283,43,12582912,0,0,0,12,"[-2018305, -4980204, -2196849, -1651547, -1144021, -968635, -868730, -3161065]",eb:e7:42:15:2b:00:00:00:c0:00:00:e1:33:ff:b4:02:14:de:7a:8f:e6:cc:a5:ee:8b:2b:f1:38:45:f2:be:86:cf:c4:17,b'\xeb\xe7B\x15+\x00\x00\x00\xc0\x00\x00\xe13\xff\xb4\x02\x14\xdez\x8f\xe6\xcc\xa5\xee\x8b+\xf18E\xf2\xbe\x86\xcf\xc4\x17'
43,200,"b'\x8b\xf7B\x15,\x00\x00\x00\xc0\x00\x00\xe1\x19%\xb3\xf1\xe9\xde\x7fn\xe6\xd1\x16\xee\x7f\xe8\xf1,x\xf2\xb6M\xcf\xb4P'",356710283,44,12582912,0,0,0,12,"[-2025179, -4984343, -2195602, -1650410, -1146904, -971656, -870835, -3165104]",8b:f7:42:15:2c:00:00:00:c0:00:00:e1:19:25:b3:f1:e9:de:7f:6e:e6:d1:16:ee:7f:e8:f1:2c:78:f2:b6:4d:cf:b4:50,"b'\x8b\xf7B\x15,\x00\x00\x00\xc0\x00\x00\xe1\x19%\xb3\xf1\xe9\xde\x7fn\xe6\xd1\x16\xee\x7f\xe8\xf1,x\xf2\xb6M\xcf\xb4P'"
44,200,b'+\x07C\x15-\x00\x00\x00\xc0\x00\x00\xe1\x0b\x14\xb3\xeb|\xde\x8e\x18\xe6\xde\x10\xee|\xc6\xf1(\x10\xf2\xb5\x82\xcf\xab\xd9',356714283,45,12582912,0,0,0,12,"[-2028780, -4985988, -2191848, -1647088, -1147706, -972784, -871038, -3167271]",2b:07:43:15:2d:00:00:00:c0:00:00:e1:0b:14:b3:eb:7c:de:8e:18:e6:de:10:ee:7c:c6:f1:28:10:f2:b5:82:cf:ab:d9,b'+\x07C\x15-\x00\x00\x00\xc0\x00\x00\xe1\x0b\x14\xb3\xeb|\xde\x8e\x18\xe6\xde\x10\xee|\xc6\xf1(\x10\xf2\xb5\x82\xcf\xab\xd9'
45,200,b'\xc6\x16C\x15.\x00\x00\x00\xc0\x00\x00\xe0\xe4\x19\xb3\xd1T\xde\x8bB\xe6\xdb\xdb\xeei\xfc\xf1\x14\xe5\xf2\xa6h\xcf\x94\xee',356718278,46,12582912,0,0,0,12,"[-2038759, -4992684, -2192574, -1647653, -1152516, -977691, -874904, -3173138]",c6:16:43:15:2e:00:00:00:c0:00:00:e0:e4:19:b3:d1:54:de:8b:42:e6:db:db:ee:69:fc:f1:14:e5:f2:a6:68:cf:94:ee,b'\xc6\x16C\x15.\x00\x00\x00\xc0\x00\x00\xe0\xe4\x19\xb3\xd1T\xde\x8bB\xe6\xdb\xdb\xeei\xfc\xf1\x14\xe5\xf2\xa6h\xcf\x94\xee'
46,200,b'f&C\x15/\x00\x00\x00\xc0\x00\x00\xe0\xb4\x8a\xb3\xb0H\xde\x81v\xe6\xd2\xee\xeeQ\xe7\xf0\xfc\xa2\xf2\x92U\xcfyS',356722278,47,12582912,0,0,0,12,"[-2050934, -5001144, -2195082, -1649938, -1158681, -983902, -880043, -3180205]",66:26:43:15:2f:00:00:00:c0:00:00:e0:b4:8a:b3:b0:48:de:81:76:e6:d2:ee:ee:51:e7:f0:fc:a2:f2:92:55:cf:79:53,b'f&C\x15/\x00\x00\x00\xc0\x00\x00\xe0\xb4\x8a\xb3\xb0H\xde\x81v\xe6\xd2\xee\xeeQ\xe7\xf0\xfc\xa2\xf2\x92U\xcfyS'
47,200,b'\x066C\x150\x00\x00\x00\xc0\x00\x00\xe0\x96\x1e\xb3\x9c\xb0\xde\x84\xb7\xe6\xd5j\xeeD\x93\xf0\xee\x89\xf2\x88W\xcfh\x0b',356726278,48,12582912,0,0,0,12,"[-2058722, -5006160, -2194249, -1649302, -1162093, -987511, -882601, -3184629]",06:36:43:15:30:00:00:00:c0:00:00:e0:96:1e:b3:9c:b0:de:84:b7:e6:d5:6a:ee:44:93:f0:ee:89:f2:88:57:cf:68:0b,b'\x066C\x150\x00\x00\x00\xc0\x00\x00\xe0\x96\x1e\xb3\x9c\xb0\xde\x84\xb7\xe6\xd5j\xeeD\x93\xf0\xee\x89\xf2\x88W\xcfh\x0b'
48,200,b'\xa5EC\x151\x00\x00\x00\xc0\x00\x00\xe0\x87l\xb3\x95l\xde\x93P\xe6\xe2L\xeeA\x02\xf0\xe9\xd6\xf2\x87]\xcf`\x0b',356730277,49,12582912,0,0,0,12,"[-2062484, -5008020, -2190512, -1646004, -1163006, -988714, -882851, -3186677]",a5:45:43:15:31:00:00:00:c0:00:00:e0:87:6c:b3:95:6c:de:93:50:e6:e2:4c:ee:41:02:f0:e9:d6:f2:87:5d:cf:60:0b,b'\xa5EC\x151\x00\x00\x00\xc0\x00\x00\xe0\x87l\xb3\x95l\xde\x93P\xe6\xe2L\xeeA\x02\xf0\xe9\xd6\xf2\x87]\xcf`\x0b'
49,200,b'EUC\x152\x00\x00\x00\xc0\x00\x00\xe0e\x98\xb3\x7f\x0f\xde\x949\xe6\xe3\x8f\xee1l\xf0\xd9\x9c\xf2{P\xcfM)',356734277,50,12582912,0,0,0,12,"[-2071144, -5013745, -2190279, -1645681, -1166996, -992868, -885936, -3191511]",45:55:43:15:32:00:00:00:c0:00:00:e0:65:98:b3:7f:0f:de:94:39:e6:e3:8f:ee:31:6c:f0:d9:9c:f2:7b:50:cf:4d:29,b'EUC\x152\x00\x00\x00\xc0\x00\x00\xe0e\x98\xb3\x7f\x0f\xde\x949\xe6\xe3\x8f\xee1l\xf0\xd9\x9c\xf2{P\xcfM)'
50,200,b'\xe1dC\x153\x00\x00\x00\xc0\x00\x00\xe03\xd0\xb3[\xd4\xde\x88\x9f\xe6\xd9\xfd\xee\x17\xe0\xf0\xc0\x07\xf2fG\xcf18',356738273,51,12582912,0,0,0,12,"[-2083888, -5022764, -2193249, -1648131, -1173536, -999417, -891321, -3198664]",e1:64:43:15:33:00:00:00:c0:00:00:e0:33:d0:b3:5b:d4:de:88:9f:e6:d9:fd:ee:17:e0:f0:c0:07:f2:66:47:cf:31:38,b'\xe1dC\x153\x00\x00\x00\xc0\x00\x00\xe03\xd0\xb3[\xd4\xde\x88\x9f\xe6\xd9\xfd\xee\x17\xe0\xf0\xc0\x07\xf2fG\xcf18'
51,200,b'\x80tC\x154\x00\x00\x00\xc0\x00\x00\xe0\x129\xb3E\x04\xde\x88\xbc\xe6\xdao\xee\x08\x83\xf0\xb0\x01\xf2Z\x89\xcf\x1e\xcc',356742272,52,12582912,0,0,0,12,"[-2092487, -5028604, -2193220, -1648017, -1177469, -1003519, -894327, -3203380]",80:74:43:15:34:00:00:00:c0:00:00:e0:12:39:b3:45:04:de:88:bc:e6:da:6f:ee:08:83:f0:b0:01:f2:5a:89:cf:1e:cc,b'\x80tC\x154\x00\x00\x00\xc0\x00\x00\xe0\x129\xb3E\x04\xde\x88\xbc\xe6\xdao\xee\x08\x83\xf0\xb0\x01\xf2Z\x89\xcf\x1e\xcc'
52,200,"b' \x84C\x155\x00\x00\x00\xc0\x00\x00\xe0\x01\xd2\xb3;\xbe\xde\x96""\xe6\xe6j\xee\x04(\xf0\xaa\x1e\xf2X\xc7\xcf\x17('",356746272,53,12582912,0,0,0,12,"[-2096686, -5030978, -2189790, -1644950, -1178584, -1005026, -894777, -3205336]",20:84:43:15:35:00:00:00:c0:00:00:e0:01:d2:b3:3b:be:de:96:22:e6:e6:6a:ee:04:28:f0:aa:1e:f2:58:c7:cf:17:28,"b' \x84C\x155\x00\x00\x00\xc0\x00\x00\xe0\x01\xd2\xb3;\xbe\xde\x96""\xe6\xe6j\xee\x04(\xf0\xaa\x1e\xf2X\xc7\xcf\x17('"
53,200,b'\xc0\x93C\x156\x00\x00\x00\xc0\x00\x00\xdf\xe5E\xb3(\xe1\xde\x9bh\xe6\xeb-\xed\xf84\xf0\x9d\r\xf2P\x87\xcf\r\xd2',356750272,54,12582912,0,0,0,12,"[-2103995, -5035807, -2188440, -1643731, -1181644, -1008371, -896889, -3207726]",c0:93:43:15:36:00:00:00:c0:00:00:df:e5:45:b3:28:e1:de:9b:68:e6:eb:2d:ed:f8:34:f0:9d:0d:f2:50:87:cf:0d:d2,b'\xc0\x93C\x156\x00\x00\x00\xc0\x00\x00\xdf\xe5E\xb3(\xe1\xde\x9bh\xe6\xeb-\xed\xf84\xf0\x9d\r\xf2P\x87\xcf\r\xd2'
54,200,"b'[\xa3C\x157\x00\x00\x00\xc0\x00\x00\xdf\xb2.\xb3\x03\xf2\xde\x90N\xe6\xe1\x85\xed\xde""\xf0\x82\xb2\xf2<\xc1\xcf\x009'",356754267,55,12582912,0,0,0,12,"[-2117074, -5045262, -2191282, -1646203, -1188318, -1015118, -901951, -3211207]",5b:a3:43:15:37:00:00:00:c0:00:00:df:b2:2e:b3:03:f2:de:90:4e:e6:e1:85:ed:de:22:f0:82:b2:f2:3c:c1:cf:00:39,"b'[\xa3C\x157\x00\x00\x00\xc0\x00\x00\xdf\xb2.\xb3\x03\xf2\xde\x90N\xe6\xe1\x85\xed\xde""\xf0\x82\xb2\xf2<\xc1\xcf\x009'"
55,200,b'\xfb\xb2C\x158\x00\x00\x00\xc0\x00\x00\xdf\x8c\xbf\xb2\xe9\xc6\xde\x8e\xdb\xe6\xdf\x87\xed\xcc\xd0\xf0pe\xf21\xad\xce\xff\x03',356758267,56,12582912,0,0,0,12,"[-2126657, -5051962, -2191653, -1646713, -1192752, -1019803, -904787, -3211517]",fb:b2:43:15:38:00:00:00:c0:00:00:df:8c:bf:b2:e9:c6:de:8e:db:e6:df:87:ed:cc:d0:f0:70:65:f2:31:ad:ce:ff:03,b'\xfb\xb2C\x158\x00\x00\x00\xc0\x00\x00\xdf\x8c\xbf\xb2\xe9\xc6\xde\x8e\xdb\xe6\xdf\x87\xed\xcc\xd0\xf0pe\xf21\xad\xce\xff\x03'
56,200,b'\x9b\xc2C\x159\x00\x00\x00\xc0\x00\x00\xdfy_\xb2\xdd\xa6\xde\x9a\xcc\xe6\xe9\xf3\xed\xc6\xc9\xf0h\xb4\xf211\xcf\tN',356762267,57,12582912,0,0,0,12,"[-2131617, -5055066, -2188596, -1644045, -1194295, -1021772, -904911, -3208882]",9b:c2:43:15:39:00:00:00:c0:00:00:df:79:5f:b2:dd:a6:de:9a:cc:e6:e9:f3:ed:c6:c9:f0:68:b4:f2:31:31:cf:09:4e,b'\x9b\xc2C\x159\x00\x00\x00\xc0\x00\x00\xdfy_\xb2\xdd\xa6\xde\x9a\xcc\xe6\xe9\xf3\xed\xc6\xc9\xf0h\xb4\xf211\xcf\tN'
57,200,b';\xd2C\x15:\x00\x00\x00\xc0\x00\x00\xdfa\x7f\xb2\xcd\xb1\xde\xa3\x9b\xe6\xf1\xe4\xed\xbd\xb6\xf0^~\xf2.\x14\xcf\x10\xd6',356766267,58,12582912,0,0,0,12,"[-2137729, -5059151, -2186341, -1642012, -1196618, -1024386, -905708, -3206954]",3b:d2:43:15:3a:00:00:00:c0:00:00:df:61:7f:b2:cd:b1:de:a3:9b:e6:f1:e4:ed:bd:b6:f0:5e:7e:f2:2e:14:cf:10:d6,b';\xd2C\x15:\x00\x00\x00\xc0\x00\x00\xdfa\x7f\xb2\xcd\xb1\xde\xa3\x9b\xe6\xf1\xe4\xed\xbd\xb6\xf0^~\xf2.\x14\xcf\x10\xd6'
58,200,b'\xd6\xe1C\x15;\x00\x00\x00\xc0\x00\x00\xdf.\xbf\xb2\xa8g\xde\x98\x87\xe6\xe9\x14\xed\xa3\xe2\xf0Do\xf2\x1b<\xcf\x07\x08',356770262,59,12582912,0,0,0,12,"[-2150721, -5068697, -2189177, -1644268, -1203230, -1031057, -910532, -3209464]",d6:e1:43:15:3b:00:00:00:c0:00:00:df:2e:bf:b2:a8:67:de:98:87:e6:e9:14:ed:a3:e2:f0:44:6f:f2:1b:3c:cf:07:08,b'\xd6\xe1C\x15;\x00\x00\x00\xc0\x00\x00\xdf.\xbf\xb2\xa8g\xde\x98\x87\xe6\xe9\x14\xed\xa3\xe2\xf0Do\xf2\x1b<\xcf\x07\x08'
59,200,b'v\xf1C\x15<\x00\x00\x00\xc0\x00\x00\xdf\x06\x16\xb2\x8b\x01\xde\x940\xe6\xe5/\xed\x90\x85\xf00^\xf2\x0eI\xcf\x03T',356774262,60,12582912,0,0,0,12,"[-2161130, -5076223, -2190288, -1645265, -1208187, -1036194, -913847, -3210412]",76:f1:43:15:3c:00:00:00:c0:00:00:df:06:16:b2:8b:01:de:94:30:e6:e5:2f:ed:90:85:f0:30:5e:f2:0e:49:cf:03:54,b'v\xf1C\x15<\x00\x00\x00\xc0\x00\x00\xdf\x06\x16\xb2\x8b\x01\xde\x940\xe6\xe5/\xed\x90\x85\xf00^\xf2\x0eI\xcf\x03T'
60,200,b'\x15\x01D\x15=\x00\x00\x00\xc0\x00\x00\xde\xf0Q\xb2{\xda\xde\x9d`\xe6\xed\xad\xed\x88M\xf0&\xba\xf2\x0c\x0b\xcf\x0b\xb3',356778261,61,12582912,0,0,0,12,"[-2166703, -5080102, -2187936, -1643091, -1210291, -1038662, -914421, -3208269]",15:01:44:15:3d:00:00:00:c0:00:00:de:f0:51:b2:7b:da:de:9d:60:e6:ed:ad:ed:88:4d:f0:26:ba:f2:0c:0b:cf:0b:b3,b'\x15\x01D\x15=\x00\x00\x00\xc0\x00\x00\xde\xf0Q\xb2{\xda\xde\x9d`\xe6\xed\xad\xed\x88M\xf0&\xba\xf2\x0c\x0b\xcf\x0b\xb3'
61,200,"b'\xb5\x10D\x15>\x00\x00\x00\xc0\x00\x00\xde\xeaj\xb2o\x9e\xde\xa9,\xe6\xf8%\xed\x81\xa4\xf0\x1e\xa0\xf2\x0bJ\xcf\x15\xd1'",356782261,62,12582912,0,0,0,12,"[-2168214, -5083234, -2184916, -1640411, -1211996, -1040736, -914614, -3205679]",b5:10:44:15:3e:00:00:00:c0:00:00:de:ea:6a:b2:6f:9e:de:a9:2c:e6:f8:25:ed:81:a4:f0:1e:a0:f2:0b:4a:cf:15:d1,"b'\xb5\x10D\x15>\x00\x00\x00\xc0\x00\x00\xde\xeaj\xb2o\x9e\xde\xa9,\xe6\xf8%\xed\x81\xa4\xf0\x1e\xa0\xf2\x0bJ\xcf\x15\xd1'"
62,200,b'T D\x15?\x00\x00\x00\xc0\x00\x00\xde\xd3U\xb2M(\xde\xa0\xa7\xe6\xf0\xf0\xedh\xcf\xf0\x05\x83\xf1\xf9\x93\xcf\x0e\x1d',356786260,63,12582912,0,0,0,12,"[-2174123, -5092056, -2187097, -1642256, -1218353, -1047165, -919149, -3207651]",54:20:44:15:3f:00:00:00:c0:00:00:de:d3:55:b2:4d:28:de:a0:a7:e6:f0:f0:ed:68:cf:f0:05:83:f1:f9:93:cf:0e:1d,b'T D\x15?\x00\x00\x00\xc0\x00\x00\xde\xd3U\xb2M(\xde\xa0\xa7\xe6\xf0\xf0\xedh\xcf\xf0\x05\x83\xf1\xf9\x93\xcf\x0e\x1d'
63,200,b'\xf0/D\x15@\x00\x00\x00\xc0\x00\x00\xde\xc5\xa5\xb2.\xb3\xde\x9a\x8d\xe6\xeb0\xedS#\xef\xef=\xf1\xea}\xcf\x08\xef',356790256,64,12582912,0,0,0,12,"[-2177627, -5099853, -2188659, -1643728, -1223901, -1052867, -923011, -3208977]",f0:2f:44:15:40:00:00:00:c0:00:00:de:c5:a5:b2:2e:b3:de:9a:8d:e6:eb:30:ed:53:23:ef:ef:3d:f1:ea:7d:cf:08:ef,b'\xf0/D\x15@\x00\x00\x00\xc0\x00\x00\xde\xc5\xa5\xb2.\xb3\xde\x9a\x8d\xe6\xeb0\xedS#\xef\xef=\xf1\xea}\xcf\x08\xef'
64,200,b'\x90?D\x15A\x00\x00\x00\xc0\x00\x00\xde\xcfD\xb2\x1e\xdb\xde\xa2\x07\xe6\xf1T\xedH\xd2\xef\xe3\x99\xf1\xe5\xf4\xcf\x0ft',356794256,65,12582912,0,0,0,12,"[-2175164, -5103909, -2186745, -1642156, -1226542, -1055847, -924172, -3207308]",90:3f:44:15:41:00:00:00:c0:00:00:de:cf:44:b2:1e:db:de:a2:07:e6:f1:54:ed:48:d2:ef:e3:99:f1:e5:f4:cf:0f:74,b'\x90?D\x15A\x00\x00\x00\xc0\x00\x00\xde\xcfD\xb2\x1e\xdb\xde\xa2\x07\xe6\xf1T\xedH\xd2\xef\xe3\x99\xf1\xe5\xf4\xcf\x0ft'
65,200,b'/OD\x15B\x00\x00\x00\xc0\x00\x00\xde\xe23\xb2\x15\xcb\xde\xaf\xce\xe6\xfd\x7f\xedC\xb2\xef\xdc\xeb\xf1\xe6\x8f\xcf\x1b:',356798255,66,12582912,0,0,0,12,"[-2170317, -5106229, -2183218, -1639041, -1227854, -1057557, -924017, -3204294]",2f:4f:44:15:42:00:00:00:c0:00:00:de:e2:33:b2:15:cb:de:af:ce:e6:fd:7f:ed:43:b2:ef:dc:eb:f1:e6:8f:cf:1b:3a,b'/OD\x15B\x00\x00\x00\xc0\x00\x00\xde\xe23\xb2\x15\xcb\xde\xaf\xce\xe6\xfd\x7f\xedC\xb2\xef\xdc\xeb\xf1\xe6\x8f\xcf\x1b:'
66,200,"b'\xcf^D\x15C\x00\x00\x00\xc0\x00\x00\xde\xd81\xb1\xf6J\xde\xa9~\xe6\xf8\xb0\xed,\xf9\xef\xc5\xb7\xf1\xd6\xe4\xcf\x15\x9b'",356802255,67,12582912,0,0,0,12,"[-2172879, -5114294, -2184834, -1640272, -1233671, -1063497, -928028, -3205733]",cf:5e:44:15:43:00:00:00:c0:00:00:de:d8:31:b1:f6:4a:de:a9:7e:e6:f8:b0:ed:2c:f9:ef:c5:b7:f1:d6:e4:cf:15:9b,"b'\xcf^D\x15C\x00\x00\x00\xc0\x00\x00\xde\xd81\xb1\xf6J\xde\xa9~\xe6\xf8\xb0\xed,\xf9\xef\xc5\xb7\xf1\xd6\xe4\xcf\x15\x9b'"
67,200,b'onD\x15D\x00\x00\x00\xc0\x00\x00\xde\xca\xc7\xb1\xd5K\xde\xa0\xd7\xe6\xf2+\xed\x15_\xef\xad}\xf1\xc6.\xcf\x0e`',356806255,68,12582912,0,0,0,12,"[-2176313, -5122741, -2187049, -1641941, -1239713, -1069699, -932306, -3207584]",6f:6e:44:15:44:00:00:00:c0:00:00:de:ca:c7:b1:d5:4b:de:a0:d7:e6:f2:2b:ed:15:5f:ef:ad:7d:f1:c6:2e:cf:0e:60,b'onD\x15D\x00\x00\x00\xc0\x00\x00\xde\xca\xc7\xb1\xd5K\xde\xa0\xd7\xe6\xf2+\xed\x15_\xef\xad}\xf1\xc6.\xcf\x0e`'
68,200,b'\n~D\x15E\x00\x00\x00\xc0\x00\x00\xde\xd1:\xb1\xc2d\xde\xa5$\xe6\xf5m\xed\x08\xc8\xef\x9f\xa4\xf1\xbf\xeb\xcf\x12\xdc',356810250,69,12582912,0,0,0,12,"[-2174662, -5127580, -2185948, -1641107, -1242936, -1073244, -933909, -3206436]",0a:7e:44:15:45:00:00:00:c0:00:00:de:d1:3a:b1:c2:64:de:a5:24:e6:f5:6d:ed:08:c8:ef:9f:a4:f1:bf:eb:cf:12:dc,b'\n~D\x15E\x00\x00\x00\xc0\x00\x00\xde\xd1:\xb1\xc2d\xde\xa5$\xe6\xf5m\xed\x08\xc8\xef\x9f\xa4\xf1\xbf\xeb\xcf\x12\xdc'
69,200,"b'\xaa\x8dD\x15F\x00\x00\x00\xc0\x00\x00\xde\xe5j\xb1\xb9\xaf\xde\xb3\xbe\xe7\x02""\xed\x04B\xef\x99z\xf1\xc1,\xcf\x1fe'",356814250,70,12582912,0,0,0,12,"[-2169494, -5129809, -2182210, -1637854, -1244094, -1074822, -933588, -3203227]",aa:8d:44:15:46:00:00:00:c0:00:00:de:e5:6a:b1:b9:af:de:b3:be:e7:02:22:ed:04:42:ef:99:7a:f1:c1:2c:cf:1f:65,"b'\xaa\x8dD\x15F\x00\x00\x00\xc0\x00\x00\xde\xe5j\xb1\xb9\xaf\xde\xb3\xbe\xe7\x02""\xed\x04B\xef\x99z\xf1\xc1,\xcf\x1fe'"
70,200,b'J\x9dD\x15G\x00\x00\x00\xc0\x00\x00\xde\xe0K\xb1\x9dV\xde\xb1J\xe7\x00<\xec\xf0e\xef\x84\xcb\xf1\xb4I\xcf\x1c\xfb',356818250,71,12582912,0,0,0,12,"[-2170805, -5137066, -2182838, -1638340, -1249179, -1080117, -936887, -3203845]",4a:9d:44:15:47:00:00:00:c0:00:00:de:e0:4b:b1:9d:56:de:b1:4a:e7:00:3c:ec:f0:65:ef:84:cb:f1:b4:49:cf:1c:fb,b'J\x9dD\x15G\x00\x00\x00\xc0\x00\x00\xde\xe0K\xb1\x9dV\xde\xb1J\xe7\x00<\xec\xf0e\xef\x84\xcb\xf1\xb4I\xcf\x1c\xfb'
71,200,b'\xe9\xacD\x15H\x00\x00\x00\xc0\x00\x00\xde\xcf\xcd\xb1yx\xde\xa7\xaa\xe6\xf8\xce\xec\xd7\x12\xefj\xd2\xf1\xa26\xcf\x14O',356822249,72,12582912,0,0,0,12,"[-2175027, -5146248, -2185302, -1640242, -1255662, -1086766, -941514, -3206065]",e9:ac:44:15:48:00:00:00:c0:00:00:de:cf:cd:b1:79:78:de:a7:aa:e6:f8:ce:ec:d7:12:ef:6a:d2:f1:a2:36:cf:14:4f,b'\xe9\xacD\x15H\x00\x00\x00\xc0\x00\x00\xde\xcf\xcd\xb1yx\xde\xa7\xaa\xe6\xf8\xce\xec\xd7\x12\xefj\xd2\xf1\xa26\xcf\x14O'
72,200,b'\x89\xbcD\x15I\x00\x00\x00\xc0\x00\x00\xde\xd2\x89\xb1cA\xde\xaa\x94\xe6\xfao\xec\xc8\x87\xefZ\xdd\xf1\x9a7\xcf\x16b',356826249,73,12582912,0,0,0,12,"[-2174327, -5151935, -2184556, -1639825, -1259385, -1090851, -943561, -3205534]",89:bc:44:15:49:00:00:00:c0:00:00:de:d2:89:b1:63:41:de:aa:94:e6:fa:6f:ec:c8:87:ef:5a:dd:f1:9a:37:cf:16:62,b'\x89\xbcD\x15I\x00\x00\x00\xc0\x00\x00\xde\xd2\x89\xb1cA\xde\xaa\x94\xe6\xfao\xec\xc8\x87\xefZ\xdd\xf1\x9a7\xcf\x16b'
73,200,"b'%\xccD\x15J\x00\x00\x00\xc0\x00\x00\xde\xe6~\xb1Y\x92\xde\xb9\x1c\xe7\x06x\xec\xc3\xd8\xefTB\xf1\x9bq\xcf""\x90'",356830245,74,12582912,0,0,0,12,"[-2169218, -5154414, -2180836, -1636744, -1260584, -1092542, -943247, -3202416]",25:cc:44:15:4a:00:00:00:c0:00:00:de:e6:7e:b1:59:92:de:b9:1c:e7:06:78:ec:c3:d8:ef:54:42:f1:9b:71:cf:22:90,"b'%\xccD\x15J\x00\x00\x00\xc0\x00\x00\xde\xe6~\xb1Y\x92\xde\xb9\x1c\xe7\x06x\xec\xc3\xd8\xefTB\xf1\x9bq\xcf""\x90'"
74,200,b'\xc4\xdbD\x15K\x00\x00\x00\xc0\x00\x00\xde\xe7H\xb1@\xbf\xde\xba5\xe7\x07\xec\xec\xb3P\xefB\x81\xf1\x91\xd8\xcf#\xd4',356834244,75,12582912,0,0,0,12,"[-2169016, -5160769, -2180555, -1636372, -1264816, -1097087, -945704, -3202092]",c4:db:44:15:4b:00:00:00:c0:00:00:de:e7:48:b1:40:bf:de:ba:35:e7:07:ec:ec:b3:50:ef:42:81:f1:91:d8:cf:23:d4,b'\xc4\xdbD\x15K\x00\x00\x00\xc0\x00\x00\xde\xe7H\xb1@\xbf\xde\xba5\xe7\x07\xec\xec\xb3P\xefB\x81\xf1\x91\xd8\xcf#\xd4'
75,200,"b""d\xebD\x15L\x00\x00\x00\xc0\x00\x00\xde\xd5a\xb1\x1a\xc1\xde\xae\xf3\xe6\xff\x91\xec\x98\xb5\xef'2\xf1~\xe3\xcf\x1a\x85""",356838244,76,12582912,0,0,0,12,"[-2173599, -5170495, -2183437, -1638511, -1271627, -1104078, -950557, -3204475]",64:eb:44:15:4c:00:00:00:c0:00:00:de:d5:61:b1:1a:c1:de:ae:f3:e6:ff:91:ec:98:b5:ef:27:32:f1:7e:e3:cf:1a:85,"b""d\xebD\x15L\x00\x00\x00\xc0\x00\x00\xde\xd5a\xb1\x1a\xc1\xde\xae\xf3\xe6\xff\x91\xec\x98\xb5\xef'2\xf1~\xe3\xcf\x1a\x85"""
