,C,D,timestamp,sample_number,ads_status,ads_gpio,loff_statn,loff_statp,extra,channel_data,data_hex,data_raw
14,200,"b'\x8e2A\x15\x0f\x00\x00\x00\xc0\x00\x00\xe4e\xf0\xb5\xf8\x9c\xe0\x91\xce\xe8\xc7\x99\xf0\x01""\xf2\xbe0\xf3\xe9\x08\xd1\xb3q'",356594318,15,12582912,0,0,0,12,"[-1808912, -4851556, -2059826, -1521767, -1048286, -868816, -792312, -3034255]",8e:32:41:15:0f:00:00:00:c0:00:00:e4:65:f0:b5:f8:9c:e0:91:ce:e8:c7:99:f0:01:22:f2:be:30:f3:e9:08:d1:b3:71,"b'\x8e2A\x15\x0f\x00\x00\x00\xc0\x00\x00\xe4e\xf0\xb5\xf8\x9c\xe0\x91\xce\xe8\xc7\x99\xf0\x01""\xf2\xbe0\xf3\xe9\x08\xd1\xb3q'"
15,200,b'.BA\x15\x10\x00\x00\x00\xc0\x00\x00\xe4[\xf8\xb5\xf6I\xe0\x88\xb0\xe8\xbfY\xef\xff-\xf2\xbbU\xf3\xe8`\xd1\xad\x1b',356598318,16,12582912,0,0,0,12,"[-1811464, -4852151, -2062160, -1523879, -1048787, -869547, -792480, -3035877]",2e:42:41:15:10:00:00:00:c0:00:00:e4:5b:f8:b5:f6:49:e0:88:b0:e8:bf:59:ef:ff:2d:f2:bb:55:f3:e8:60:d1:ad:1b,b'.BA\x15\x10\x00\x00\x00\xc0\x00\x00\xe4[\xf8\xb5\xf6I\xe0\x88\xb0\xe8\xbfY\xef\xff-\xf2\xbbU\xf3\xe8`\xd1\xad\x1b'
16,200,b'\xcdQA\x15\x11\x00\x00\x00\xc0\x00\x00\xe45\xad\xb5\xddu\xe0k\xda\xe8\xa5\xfa\xef\xebo\xf2\xa7\xcc\xf3\xd7h\xd1\x96e',356602317,17,12582912,0,0,0,12,"[-1821267, -4858507, -2069542, -1530374, -1053841, -874548, -796824, -3041691]",cd:51:41:15:11:00:00:00:c0:00:00:e4:35:ad:b5:dd:75:e0:6b:da:e8:a5:fa:ef:eb:6f:f2:a7:cc:f3:d7:68:d1:96:65,b'\xcdQA\x15\x11\x00\x00\x00\xc0\x00\x00\xe45\xad\xb5\xddu\xe0k\xda\xe8\xa5\xfa\xef\xebo\xf2\xa7\xcc\xf3\xd7h\xd1\x96e'
17,200,b'iaA\x15\x12\x00\x00\x00\xc0\x00\x00\xe4\x0eX\xb5\xc3\xd3\xe0N}\xe8\x8c\x0e\xef\xd7$\xf2\x93\xaa\xf3\xc5\xc5\xd1\x7f\x03',356606313,18,12582912,0,0,0,12,"[-1831336, -4865069, -2077059, -1537010, -1059036, -879702, -801339, -3047677]",69:61:41:15:12:00:00:00:c0:00:00:e4:0e:58:b5:c3:d3:e0:4e:7d:e8:8c:0e:ef:d7:24:f2:93:aa:f3:c5:c5:d1:7f:03,b'iaA\x15\x12\x00\x00\x00\xc0\x00\x00\xe4\x0eX\xb5\xc3\xd3\xe0N}\xe8\x8c\x0e\xef\xd7$\xf2\x93\xaa\xf3\xc5\xc5\xd1\x7f\x03'
18,200,b'\x08qA\x15\x13\x00\x00\x00\xc0\x00\x00\xe3\xf8z\xb5\xb8\\\xe0=\x7f\xe8|\xd1\xef\xcd\xea\xf2\x89\xe3\xf3\xbey\xd1q\xcf',356610312,19,12582912,0,0,0,12,"[-1836934, -4868004, -2081409, -1540911, -1061398, -882205, -803207, -3051057]",08:71:41:15:13:00:00:00:c0:00:00:e3:f8:7a:b5:b8:5c:e0:3d:7f:e8:7c:d1:ef:cd:ea:f2:89:e3:f3:be:79:d1:71:cf,b'\x08qA\x15\x13\x00\x00\x00\xc0\x00\x00\xe3\xf8z\xb5\xb8\\\xe0=\x7f\xe8|\xd1\xef\xcd\xea\xf2\x89\xe3\xf3\xbey\xd1q\xcf'
19,200,b'\xa8\x80A\x15\x14\x00\x00\x00\xc0\x00\x00\xe3\xef.\xb5\xb6\xbe\xe056\xe8u(\xef\xccW\xf2\x87D\xf3\xbe\xa2\xd1k\xf9',356614312,20,12582912,0,0,0,12,"[-1839314, -4868418, -2083530, -1542872, -1061801, -882876, -803166, -3052551]",a8:80:41:15:14:00:00:00:c0:00:00:e3:ef:2e:b5:b6:be:e0:35:36:e8:75:28:ef:cc:57:f2:87:44:f3:be:a2:d1:6b:f9,b'\xa8\x80A\x15\x14\x00\x00\x00\xc0\x00\x00\xe3\xef.\xb5\xb6\xbe\xe056\xe8u(\xef\xccW\xf2\x87D\xf3\xbe\xa2\xd1k\xf9'
20,200,b'G\x90A\x15\x15\x00\x00\x00\xc0\x00\x00\xe3\xcc\xc3\xb5\xa1\x07\xe0\x1bT\xe8^s\xef\xba\xfb\xf2v\x05\xf3\xb0f\xd1Wv',356618311,21,12582912,0,0,0,12,"[-1848125, -4873977, -2090156, -1548685, -1066245, -887291, -806810, -3057802]",47:90:41:15:15:00:00:00:c0:00:00:e3:cc:c3:b5:a1:07:e0:1b:54:e8:5e:73:ef:ba:fb:f2:76:05:f3:b0:66:d1:57:76,b'G\x90A\x15\x15\x00\x00\x00\xc0\x00\x00\xe3\xcc\xc3\xb5\xa1\x07\xe0\x1bT\xe8^s\xef\xba\xfb\xf2v\x05\xf3\xb0f\xd1Wv'
21,200,b'\xe7\x9fA\x15\x16\x00\x00\x00\xc0\x00\x00\xe3\xa1\xf9\xb5\x84\xc2\xdf\xfb\xad\xe8B\xc2\xef\xa4\x90\xf2_\xf5\xf3\x9di\xd1=\xfa',356622311,22,12582912,0,0,0,12,"[-1859079, -4881214, -2098259, -1555774, -1071984, -892939, -811671, -3064326]",e7:9f:41:15:16:00:00:00:c0:00:00:e3:a1:f9:b5:84:c2:df:fb:ad:e8:42:c2:ef:a4:90:f2:5f:f5:f3:9d:69:d1:3d:fa,b'\xe7\x9fA\x15\x16\x00\x00\x00\xc0\x00\x00\xe3\xa1\xf9\xb5\x84\xc2\xdf\xfb\xad\xe8B\xc2\xef\xa4\x90\xf2_\xf5\xf3\x9di\xd1=\xfa'
22,200,b'\x83\xafA\x15\x17\x00\x00\x00\xc0\x00\x00\xe3\x88T\xb5v\x05\xdf\xe7\xde\xe81B\xef\x98\xda\xf2S\xfe\xf3\x94a\xd1.n',356626307,23,12582912,0,0,0,12,"[-1865644, -4884987, -2103330, -1560254, -1074982, -896002, -813983, -3068306]",83:af:41:15:17:00:00:00:c0:00:00:e3:88:54:b5:76:05:df:e7:de:e8:31:42:ef:98:da:f2:53:fe:f3:94:61:d1:2e:6e,b'\x83\xafA\x15\x17\x00\x00\x00\xc0\x00\x00\xe3\x88T\xb5v\x05\xdf\xe7\xde\xe81B\xef\x98\xda\xf2S\xfe\xf3\x94a\xd1.n'
23,200,"b'#\xbfA\x15\x18\x00\x00\x00\xc0\x00\x00\xe3~9\xb5sY\xdf\xde\xd4\xe8)""\xef\x97\x16\xf2Q7\xf3\x94V\xd1\'\xd6'",356630307,24,12582912,0,0,0,12,"[-1868231, -4885671, -2105644, -1562334, -1075434, -896713, -813994, -3069994]",23:bf:41:15:18:00:00:00:c0:00:00:e3:7e:39:b5:73:59:df:de:d4:e8:29:22:ef:97:16:f2:51:37:f3:94:56:d1:27:d6,"b'#\xbfA\x15\x18\x00\x00\x00\xc0\x00\x00\xe3~9\xb5sY\xdf\xde\xd4\xe8)""\xef\x97\x16\xf2Q7\xf3\x94V\xd1\'\xd6'"
24,200,b'\xc2\xceA\x15\x19\x00\x00\x00\xc0\x00\x00\xe3`\x85\xb5aD\xdf\xc8]\xe8\x15z\xef\x89E\xf2B\xdf\xf3\x89\x0c\xd1\x15\xea',356634306,25,12582912,0,0,0,12,"[-1875835, -4890300, -2111395, -1567366, -1078971, -900385, -816884, -3074582]",c2:ce:41:15:19:00:00:00:c0:00:00:e3:60:85:b5:61:44:df:c8:5d:e8:15:7a:ef:89:45:f2:42:df:f3:89:0c:d1:15:ea,b'\xc2\xceA\x15\x19\x00\x00\x00\xc0\x00\x00\xe3`\x85\xb5aD\xdf\xc8]\xe8\x15z\xef\x89E\xf2B\xdf\xf3\x89\x0c\xd1\x15\xea'
25,200,b'b\xdeA\x15\x1a\x00\x00\x00\xc0\x00\x00\xe33\x02\xb5B\xb1\xdf\xa7F\xe7\xf8y\xefq\xa0\xf2+i\xf3t\xce\xd0\xfa\xc8',356638306,26,12582912,0,0,0,12,"[-1887486, -4898127, -2119866, -1574791, -1085024, -906391, -822066, -3081528]",62:de:41:15:1a:00:00:00:c0:00:00:e3:33:02:b5:42:b1:df:a7:46:e7:f8:79:ef:71:a0:f2:2b:69:f3:74:ce:d0:fa:c8,b'b\xdeA\x15\x1a\x00\x00\x00\xc0\x00\x00\xe33\x02\xb5B\xb1\xdf\xa7F\xe7\xf8y\xefq\xa0\xf2+i\xf3t\xce\xd0\xfa\xc8'
26,200,b'\xfe\xedA\x15\x1b\x00\x00\x00\xc0\x00\x00\xe3\x15e\xb50\xc5\xdf\x91e\xe7\xe5E\xefd$\xf2\x1d^\xf3j\x0c\xd0\xe9\x1c',356642302,27,12582912,0,0,0,12,"[-1895067, -4902715, -2125467, -1579707, -1088476, -909986, -824820, -3086052]",fe:ed:41:15:1b:00:00:00:c0:00:00:e3:15:65:b5:30:c5:df:91:65:e7:e5:45:ef:64:24:f2:1d:5e:f3:6a:0c:d0:e9:1c,b'\xfe\xedA\x15\x1b\x00\x00\x00\xc0\x00\x00\xe3\x15e\xb50\xc5\xdf\x91e\xe7\xe5E\xefd$\xf2\x1d^\xf3j\x0c\xd0\xe9\x1c'
27,200,"b""\x9d\xfdA\x15\x1c\x00\x00\x00\xc0\x00\x00\xe3\t'\xb5,Y\xdf\x87f\xe7\xdc}\xefaI\xf2\x19[\xf3i6\xd0\xe1[""",356646301,28,12582912,0,0,0,12,"[-1898201, -4903847, -2128026, -1581955, -1089207, -911013, -825034, -3088037]",9d:fd:41:15:1c:00:00:00:c0:00:00:e3:09:27:b5:2c:59:df:87:66:e7:dc:7d:ef:61:49:f2:19:5b:f3:69:36:d0:e1:5b,"b""\x9d\xfdA\x15\x1c\x00\x00\x00\xc0\x00\x00\xe3\t'\xb5,Y\xdf\x87f\xe7\xdc}\xefaI\xf2\x19[\xf3i6\xd0\xe1["""
28,200,b'<\rB\x15\x1d\x00\x00\x00\xc0\x00\x00\xe2\xf0\x8e\xb5\x1d\xfb\xdft\xe4\xe7\xcc\x14\xefV\x9d\xf2\r\xed\xf3a\x13\xd0\xd2^',356650300,29,12582912,0,0,0,12,"[-1904498, -4907525, -2132764, -1586156, -1091939, -913939, -827117, -3091874]",3c:0d:42:15:1d:00:00:00:c0:00:00:e2:f0:8e:b5:1d:fb:df:74:e4:e7:cc:14:ef:56:9d:f2:0d:ed:f3:61:13:d0:d2:5e,b'<\rB\x15\x1d\x00\x00\x00\xc0\x00\x00\xe2\xf0\x8e\xb5\x1d\xfb\xdft\xe4\xe7\xcc\x14\xefV\x9d\xf2\r\xed\xf3a\x13\xd0\xd2^'
29,200,b'\xdc\x1cB\x15\x1e\x00\x00\x00\xc0\x00\x00\xe2\xc1\xa4\xb4\xfd\xf6\xdfR\xfb\xe7\xae@\xef>`\xf1\xf5\x85\xf3LB\xd0\xb6_',356654300,30,12582912,0,0,0,12,"[-1916508, -4915722, -2141445, -1593792, -1098144, -920187, -832446, -3099041]",dc:1c:42:15:1e:00:00:00:c0:00:00:e2:c1:a4:b4:fd:f6:df:52:fb:e7:ae:40:ef:3e:60:f1:f5:85:f3:4c:42:d0:b6:5f,b'\xdc\x1cB\x15\x1e\x00\x00\x00\xc0\x00\x00\xe2\xc1\xa4\xb4\xfd\xf6\xdfR\xfb\xe7\xae@\xef>`\xf1\xf5\x85\xf3LB\xd0\xb6_'
30,200,"b'|,B\x15\x1f\x00\x00\x00\xc0\x00\x00\xe2\xa0z\xb4\xe8\xe9\xdf:\xcd\xe7\x98\xff\xef.\xd5\xf1\xe5R\xf3?\xb3\xd0\xa2z'",356658300,31,12582912,0,0,0,12,"[-1924998, -4921111, -2147635, -1599233, -1102123, -924334, -835661, -3104134]",7c:2c:42:15:1f:00:00:00:c0:00:00:e2:a0:7a:b4:e8:e9:df:3a:cd:e7:98:ff:ef:2e:d5:f1:e5:52:f3:3f:b3:d0:a2:7a,"b'|,B\x15\x1f\x00\x00\x00\xc0\x00\x00\xe2\xa0z\xb4\xe8\xe9\xdf:\xcd\xe7\x98\xff\xef.\xd5\xf1\xe5R\xf3?\xb3\xd0\xa2z'"
31,200,"b'\x17<B\x15 \x00\x00\x00\xc0\x00\x00\xe2\x91,\xb4\xe1\xcc\xdf/#\xe7\x8e\x8d\xef*\x81\xf1\xdf\xa5\xf3=p\xd0\x98\xc2'",356662295,32,12582912,0,0,0,12,"[-1928916, -4922932, -2150621, -1601907, -1103231, -925787, -836240, -3106622]",17:3c:42:15:20:00:00:00:c0:00:00:e2:91:2c:b4:e1:cc:df:2f:23:e7:8e:8d:ef:2a:81:f1:df:a5:f3:3d:70:d0:98:c2,"b'\x17<B\x15 \x00\x00\x00\xc0\x00\x00\xe2\x91,\xb4\xe1\xcc\xdf/#\xe7\x8e\x8d\xef*\x81\xf1\xdf\xa5\xf3=p\xd0\x98\xc2'"
32,200,"b'\xb7KB\x15!\x00\x00\x00\xc0\x00\x00\xe2|\xec\xb4\xd6\xb1\xdf m\xe7\x81T\xef""\xf1\xf1\xd7\x1f\xf38]\xd0\x8c\x1b'",356666295,33,12582912,0,0,0,12,"[-1934100, -4925775, -2154387, -1605292, -1105167, -927969, -837539, -3109861]",b7:4b:42:15:21:00:00:00:c0:00:00:e2:7c:ec:b4:d6:b1:df:20:6d:e7:81:54:ef:22:f1:f1:d7:1f:f3:38:5d:d0:8c:1b,"b'\xb7KB\x15!\x00\x00\x00\xc0\x00\x00\xe2|\xec\xb4\xd6\xb1\xdf m\xe7\x81T\xef""\xf1\xf1\xd7\x1f\xf38]\xd0\x8c\x1b'"
33,200,"b'W[B\x15""\x00\x00\x00\xc0\x00\x00\xe2M\xf2\xb4\xb6C\xde\xff6\xe7d\x13\xef\n\x91\xf1\xbe\xc7\xf3#\xcf\xd0o\xdb'",356670295,34,12582912,0,0,0,12,"[-1946126, -4934077, -2162890, -1612781, -1111407, -934201, -842801, -3117093]",57:5b:42:15:22:00:00:00:c0:00:00:e2:4d:f2:b4:b6:43:de:ff:36:e7:64:13:ef:0a:91:f1:be:c7:f3:23:cf:d0:6f:db,"b'W[B\x15""\x00\x00\x00\xc0\x00\x00\xe2M\xf2\xb4\xb6C\xde\xff6\xe7d\x13\xef\n\x91\xf1\xbe\xc7\xf3#\xcf\xd0o\xdb'"
34,200,b'\xf6jB\x15#\x00\x00\x00\xc0\x00\x00\xe2)%\xb4\x9d\xeb\xde\xe52\xe7M\x19\xee\xf8\xce\xf1\xacr\xf3\x15\x00\xd0Y\x8c',356674294,35,12582912,0,0,0,12,"[-1955547, -4940309, -2169550, -1618663, -1115954, -938894, -846592, -3122804]",f6:6a:42:15:23:00:00:00:c0:00:00:e2:29:25:b4:9d:eb:de:e5:32:e7:4d:19:ee:f8:ce:f1:ac:72:f3:15:00:d0:59:8c,b'\xf6jB\x15#\x00\x00\x00\xc0\x00\x00\xe2)%\xb4\x9d\xeb\xde\xe52\xe7M\x19\xee\xf8\xce\xf1\xacr\xf3\x15\x00\xd0Y\x8c'
35,200,b'\x96zB\x15$\x00\x00\x00\xc0\x00\x00\xe2\x16O\xb4\x93\xe7\xde\xd8\x18\xe7A:\xee\xf2\x80\xf1\xa4\xb4\xf3\x10\xc7\xd0M\xb0',356678294,36,12582912,0,0,0,12,"[-1960369, -4942873, -2172904, -1621702, -1117568, -940876, -847673, -3125840]",96:7a:42:15:24:00:00:00:c0:00:00:e2:16:4f:b4:93:e7:de:d8:18:e7:41:3a:ee:f2:80:f1:a4:b4:f3:10:c7:d0:4d:b0,b'\x96zB\x15$\x00\x00\x00\xc0\x00\x00\xe2\x16O\xb4\x93\xe7\xde\xd8\x18\xe7A:\xee\xf2\x80\xf1\xa4\xb4\xf3\x10\xc7\xd0M\xb0'
36,200,b'2\x8aB\x15%\x00\x00\x00\xc0\x00\x00\xe2\x05\xae\xb4\x8b\x93\xde\xcc\xfd\xe76\xf0\xee\xed\xa0\xf1\x9eB\xf3\r\xf7\xd0C\x1b',356682290,37,12582912,0,0,0,12,"[-1964626, -4945005, -2175747, -1624336, -1118816, -942526, -848393, -3128549]",32:8a:42:15:25:00:00:00:c0:00:00:e2:05:ae:b4:8b:93:de:cc:fd:e7:36:f0:ee:ed:a0:f1:9e:42:f3:0d:f7:d0:43:1b,b'2\x8aB\x15%\x00\x00\x00\xc0\x00\x00\xe2\x05\xae\xb4\x8b\x93\xde\xcc\xfd\xe76\xf0\xee\xed\xa0\xf1\x9eB\xf3\r\xf7\xd0C\x1b'
37,200,"b""\xd1\x99B\x15&\x00\x00\x00\xc0\x00\x00\xe1\xd8?\xb4l>\xde\xae#\xe7\x1br\xee\xd6\x80\xf1\x86\xd5\xf2\xfa\x92\xd0'\xed""",356686289,38,12582912,0,0,0,12,"[-1976257, -4953026, -2183645, -1631374, -1124736, -948523, -853358, -3135507]",d1:99:42:15:26:00:00:00:c0:00:00:e1:d8:3f:b4:6c:3e:de:ae:23:e7:1b:72:ee:d6:80:f1:86:d5:f2:fa:92:d0:27:ed,"b""\xd1\x99B\x15&\x00\x00\x00\xc0\x00\x00\xe1\xd8?\xb4l>\xde\xae#\xe7\x1br\xee\xd6\x80\xf1\x86\xd5\xf2\xfa\x92\xd0'\xed"""
